image_path,original_image,distortion_type,ground_truth,ocr_output,image_accuracy,detection_confidence,correct,status
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_193.jpg,car_193.jpg,Gaussian_Blur,3297UKB,S,0.0,67.96698570251465,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_193.jpg,car_193.jpg,Motion_Blur,3297UKB,,0.0,0.0,False,no_plate_detected
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_193.jpg,car_193.jpg,Dirty,3297UKB,ETC3297UKB,82.35294117647058,86.22813820838928,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_193.jpg,car_193.jpg,Occlusion,3297UKB,Y3297UKB,93.33333333333333,86.12233400344849,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_193.jpg,car_193.jpg,Rotation,3297UKB,F,0.0,83.52731466293335,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_193.jpg,car_193.jpg,Tilted,3297UKB,3273,54.54545454545454,83.0940306186676,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_193.jpg,car_193.jpg,Low_Res,3297UKB,A,0.0,73.3949065208435,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_193.jpg,car_193.jpg,Low_Light,3297UKB,Y3297UKB,93.33333333333333,86.86642646789551,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_193.jpg,car_193.jpg,Over_Exposed,3297UKB,,0.0,84.74150896072388,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_204.jpg,car_204.jpg,Gaussian_Blur,2480AJD,0,25.0,71.93001508712769,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_204.jpg,car_204.jpg,Motion_Blur,2480AJD,,0.0,74.18361306190491,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_204.jpg,car_204.jpg,Dirty,2480AJD,RCSAS355248040,38.095238095238095,84.26644206047058,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_204.jpg,car_204.jpg,Occlusion,2480AJD,RCSAS355248040,38.095238095238095,84.31566953659058,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_204.jpg,car_204.jpg,Rotation,2480AJD,,0.0,83.50147008895874,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_204.jpg,car_204.jpg,Tilted,2480AJD,BA7,20.0,83.07991623878479,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_204.jpg,car_204.jpg,Low_Res,2480AJD,,0.0,82.79101848602295,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_204.jpg,car_204.jpg,Low_Light,2480AJD,IE321304105,33.33333333333333,83.86967778205872,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_204.jpg,car_204.jpg,Over_Exposed,2480AJD,PSA382480B,47.05882352941176,83.9835524559021,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_196.jpg,car_196.jpg,Gaussian_Blur,2015ZHB,,0.0,74.49644804000854,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_196.jpg,car_196.jpg,Motion_Blur,2015ZHB,,0.0,77.97860503196716,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_196.jpg,car_196.jpg,Dirty,2015ZHB,CSJOE15ZHBS,55.55555555555556,85.65382361412048,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_196.jpg,car_196.jpg,Occlusion,2015ZHB,BE15ZHBS,66.66666666666666,80.76954483985901,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_196.jpg,car_196.jpg,Rotation,2015ZHB,,0.0,83.11232328414917,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_196.jpg,car_196.jpg,Tilted,2015ZHB,,0.0,83.39575529098511,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_196.jpg,car_196.jpg,Low_Res,2015ZHB,CFSG,0.0,85.26281118392944,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_196.jpg,car_196.jpg,Low_Light,2015ZHB,CJON15ZHB2,58.82352941176471,86.62180304527283,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_196.jpg,car_196.jpg,Over_Exposed,2015ZHB,E22A2015ZWEO,52.63157894736842,85.30945777893066,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_201.jpg,car_201.jpg,Gaussian_Blur,6554NEJ,2,0.0,81.0596764087677,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_201.jpg,car_201.jpg,Motion_Blur,6554NEJ,,0.0,82.29493498802185,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_201.jpg,car_201.jpg,Dirty,6554NEJ,6554NEJ,100.0,88.35020661354065,True,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_201.jpg,car_201.jpg,Occlusion,6554NEJ,6554NEJ,100.0,88.2232666015625,True,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_201.jpg,car_201.jpg,Rotation,6554NEJ,,0.0,86.52581572532654,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_201.jpg,car_201.jpg,Tilted,6554NEJ,N,25.0,85.765939950943,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_201.jpg,car_201.jpg,Low_Res,6554NEJ,Q,0.0,82.75157809257507,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_201.jpg,car_201.jpg,Low_Light,6554NEJ,6554NEJ,100.0,88.08675408363342,True,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_201.jpg,car_201.jpg,Over_Exposed,6554NEJ,655LNED,71.42857142857143,88.05000185966492,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_203.jpg,car_203.jpg,Gaussian_Blur,8032BRJ,,0.0,68.78475546836853,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_203.jpg,car_203.jpg,Motion_Blur,8032BRJ,,0.0,45.79256474971771,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_203.jpg,car_203.jpg,Dirty,8032BRJ,ACR27E,15.384615384615385,87.32555508613586,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_203.jpg,car_203.jpg,Occlusion,8032BRJ,ACR27E,15.384615384615385,87.33447194099426,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_203.jpg,car_203.jpg,Rotation,8032BRJ,,0.0,83.66670608520508,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_203.jpg,car_203.jpg,Tilted,8032BRJ,,0.0,83.99940133094788,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_203.jpg,car_203.jpg,Low_Res,8032BRJ,,0.0,74.39883947372437,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_203.jpg,car_203.jpg,Low_Light,8032BRJ,RN37S,16.666666666666664,86.66332960128784,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_203.jpg,car_203.jpg,Over_Exposed,8032BRJ,AOGENT6SM,0.0,84.62930917739868,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_220.jpg,car_220.jpg,Gaussian_Blur,9421DED,VW,0.0,82.95252323150635,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_220.jpg,car_220.jpg,Motion_Blur,9421DED,MLLPS,0.0,46.75111174583435,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_220.jpg,car_220.jpg,Dirty,9421DED,420229121DED,63.1578947368421,86.51459217071533,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_220.jpg,car_220.jpg,Occlusion,9421DED,450E39121DED,63.1578947368421,86.7570161819458,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_220.jpg,car_220.jpg,Rotation,9421DED,OPE912DEDI,58.82352941176471,86.19723320007324,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_220.jpg,car_220.jpg,Tilted,9421DED,SL,0.0,86.6987407207489,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_220.jpg,car_220.jpg,Low_Res,9421DED,PSRPAL,0.0,85.27840971946716,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_220.jpg,car_220.jpg,Low_Light,9421DED,45039121DED,66.66666666666666,87.38058805465698,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_220.jpg,car_220.jpg,Over_Exposed,9421DED,ACE94210E06,55.55555555555556,87.75104880332947,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_190.jpg,car_190.jpg,Gaussian_Blur,4601KEJ,,0.0,78.8916826248169,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_190.jpg,car_190.jpg,Motion_Blur,4601KEJ,,0.0,74.14249777793884,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_190.jpg,car_190.jpg,Dirty,4601KEJ,L601KEJ,85.71428571428571,83.65695476531982,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_190.jpg,car_190.jpg,Occlusion,4601KEJ,L601KEJ,85.71428571428571,83.57391357421875,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_190.jpg,car_190.jpg,Rotation,4601KEJ,,0.0,82.8242838382721,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_190.jpg,car_190.jpg,Tilted,4601KEJ,EXV5AVJIC,25.0,83.67900848388672,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_190.jpg,car_190.jpg,Low_Res,4601KEJ,S,0.0,82.64108300209045,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_190.jpg,car_190.jpg,Low_Light,4601KEJ,L601KEJI,80.0,85.15705466270447,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_190.jpg,car_190.jpg,Over_Exposed,4601KEJ,,0.0,81.28572702407837,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_173.jpg,car_173.jpg,Gaussian_Blur,3479ZKB,NN,0.0,86.25108599662781,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_173.jpg,car_173.jpg,Motion_Blur,3479ZKB,,0.0,80.52185773849487,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_173.jpg,car_173.jpg,Dirty,3479ZKB,T2VA3179ZKB,66.66666666666666,89.33622241020203,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_173.jpg,car_173.jpg,Occlusion,3479ZKB,T2VA3179ZKB,66.66666666666666,89.2829954624176,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_173.jpg,car_173.jpg,Rotation,3479ZKB,31737KB,57.14285714285714,86.10910773277283,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_173.jpg,car_173.jpg,Tilted,3479ZKB,19,22.22222222222222,86.18931770324707,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_173.jpg,car_173.jpg,Low_Res,3479ZKB,2C72SSCQ3,12.5,86.83517575263977,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_173.jpg,car_173.jpg,Low_Light,3479ZKB,3179ZKB,85.71428571428571,90.0830626487732,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_173.jpg,car_173.jpg,Over_Exposed,3479ZKB,3L79ZKB,85.71428571428571,88.74624371528625,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_180.jpg,car_180.jpg,Gaussian_Blur,2520AGJ,LC,0.0,82.0034921169281,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_180.jpg,car_180.jpg,Motion_Blur,2520AGJ,A,25.0,63.86248469352722,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_180.jpg,car_180.jpg,Dirty,2520AGJ,2520AGJ,100.0,86.939537525177,True,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_180.jpg,car_180.jpg,Occlusion,2520AGJ,2520AGJ,100.0,86.83724403381348,True,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_180.jpg,car_180.jpg,Rotation,2520AGJ,CGO7520AGJ,70.58823529411765,83.70400071144104,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_180.jpg,car_180.jpg,Tilted,2520AGJ,33CO7520KS,35.294117647058826,83.75762701034546,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_180.jpg,car_180.jpg,Low_Res,2520AGJ,IAS,20.0,82.59798884391785,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_180.jpg,car_180.jpg,Low_Light,2520AGJ,2520AGJ,100.0,86.80428266525269,True,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_180.jpg,car_180.jpg,Over_Exposed,2520AGJ,2520AGJ,100.0,87.01606392860413,True,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_194.jpg,car_194.jpg,Gaussian_Blur,2217NAB,,0.0,52.70618200302124,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_194.jpg,car_194.jpg,Motion_Blur,2217NAB,,0.0,64.50181603431702,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_194.jpg,car_194.jpg,Dirty,2217NAB,1W0717NB,53.333333333333336,84.18480157852173,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_194.jpg,car_194.jpg,Occlusion,2217NAB,K7E227HABE,58.82352941176471,83.87322425842285,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_194.jpg,car_194.jpg,Rotation,2217NAB,,0.0,82.18973278999329,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_194.jpg,car_194.jpg,Tilted,2217NAB,,0.0,83.684241771698,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_194.jpg,car_194.jpg,Low_Res,2217NAB,,0.0,80.28885126113892,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_194.jpg,car_194.jpg,Low_Light,2217NAB,KWN7717NAB,58.82352941176471,80.09535074234009,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_194.jpg,car_194.jpg,Over_Exposed,2217NAB,BO1WAR,30.76923076923077,82.34562277793884,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_209.jpg,car_209.jpg,Gaussian_Blur,3732VEA,,0.0,70.29277682304382,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_209.jpg,car_209.jpg,Motion_Blur,3732VEA,,0.0,77.20223665237427,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_209.jpg,car_209.jpg,Dirty,3732VEA,TYTV3737VEAS,63.1578947368421,85.91918349266052,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_209.jpg,car_209.jpg,Occlusion,3732VEA,TYTV3732VEA,77.77777777777779,85.81633567810059,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_209.jpg,car_209.jpg,Rotation,3732VEA,,0.0,83.160799741745,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_209.jpg,car_209.jpg,Tilted,3732VEA,,0.0,83.01563858985901,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_209.jpg,car_209.jpg,Low_Res,3732VEA,,0.0,77.28837132453918,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_209.jpg,car_209.jpg,Low_Light,3732VEA,TYFV3737VEAS,63.1578947368421,85.13606190681458,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_209.jpg,car_209.jpg,Over_Exposed,3732VEA,LY37VES,57.14285714285714,85.35811305046082,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_183.jpg,car_183.jpg,Gaussian_Blur,5372GUJ,S,0.0,81.59661889076233,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_183.jpg,car_183.jpg,Motion_Blur,5372GUJ,7,25.0,60.91681122779846,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_183.jpg,car_183.jpg,Dirty,5372GUJ,5Y35372,57.14285714285714,86.5588366985321,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_183.jpg,car_183.jpg,Occlusion,5372GUJ,5Y353727,53.333333333333336,86.63488626480103,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_183.jpg,car_183.jpg,Rotation,5372GUJ,7SVVQP25372GU,60.0,83.25359225273132,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_183.jpg,car_183.jpg,Tilted,5372GUJ,LG3753,30.76923076923077,83.511483669281,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_183.jpg,car_183.jpg,Low_Res,5372GUJ,,0.0,84.06744599342346,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_183.jpg,car_183.jpg,Low_Light,5372GUJ,OFVC535372E,44.44444444444444,87.42073774337769,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_183.jpg,car_183.jpg,Over_Exposed,5372GUJ,ST5372GUJCT,77.77777777777779,86.38288378715515,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_184.jpg,car_184.jpg,Gaussian_Blur,7005LLA,,0.0,79.38551902770996,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_184.jpg,car_184.jpg,Motion_Blur,7005LLA,,0.0,75.95649361610413,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_184.jpg,car_184.jpg,Dirty,7005LLA,EEOEPLUE7005LL4,54.54545454545454,85.7879638671875,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_184.jpg,car_184.jpg,Occlusion,7005LLA,EEOEPLUE7005LL4,54.54545454545454,85.68857312202454,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_184.jpg,car_184.jpg,Rotation,7005LLA,OJ7O0SLU,40.0,83.2990288734436,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_184.jpg,car_184.jpg,Tilted,7005LLA,NTD27009,40.0,84.19938683509827,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_184.jpg,car_184.jpg,Low_Res,7005LLA,,0.0,83.13800692558289,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_184.jpg,car_184.jpg,Low_Light,7005LLA,EOERLIE7005,44.44444444444444,85.50071716308594,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_184.jpg,car_184.jpg,Over_Exposed,7005LLA,VSJUT7005L14,52.63157894736842,85.86715459823608,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_364.jpg,car_364.jpg,Gaussian_Blur,3190TNJ,F,0.0,73.8370418548584,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_364.jpg,car_364.jpg,Motion_Blur,3190TNJ,,0.0,66.38724207878113,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_364.jpg,car_364.jpg,Dirty,3190TNJ,3T90TNJ,85.71428571428571,84.14750099182129,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_364.jpg,car_364.jpg,Occlusion,3190TNJ,P390TN,76.92307692307693,82.62859582901001,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_364.jpg,car_364.jpg,Rotation,3190TNJ,,0.0,82.45839476585388,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_364.jpg,car_364.jpg,Tilted,3190TNJ,SS,0.0,82.2770357131958,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_364.jpg,car_364.jpg,Low_Res,3190TNJ,5,0.0,74.94001388549805,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_364.jpg,car_364.jpg,Low_Light,3190TNJ,3V90TNG,71.42857142857143,84.69875454902649,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_364.jpg,car_364.jpg,Over_Exposed,3190TNJ,3T90TNG,71.42857142857143,82.76868462562561,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_366.jpg,car_366.jpg,Gaussian_Blur,5540DGB,TORTI,0.0,80.0415575504303,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_366.jpg,car_366.jpg,Motion_Blur,5540DGB,ES,0.0,77.14627385139465,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_366.jpg,car_366.jpg,Dirty,5540DGB,2505OGB,57.14285714285714,84.24687385559082,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_366.jpg,car_366.jpg,Occlusion,5540DGB,2505OGB,57.14285714285714,84.28804874420166,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_366.jpg,car_366.jpg,Rotation,5540DGB,TU0GEE10,26.666666666666668,82.72134065628052,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_366.jpg,car_366.jpg,Tilted,5540DGB,55822G1S5LS0,31.57894736842105,82.4149489402771,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_366.jpg,car_366.jpg,Low_Res,5540DGB,,0.0,82.22858309745789,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_366.jpg,car_366.jpg,Low_Light,5540DGB,PO73SS0DG,37.5,84.37615633010864,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_366.jpg,car_366.jpg,Over_Exposed,5540DGB,SOS7540SOGB,55.55555555555556,83.06204080581665,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_172.jpg,car_172.jpg,Gaussian_Blur,6531UJD,,0.0,80.46315312385559,False,success
