image_path,original_image,distortion_type,ground_truth,ocr_output,image_accuracy,detection_confidence,correct,status
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_180.jpg,car_180.jpg,Over_Exposed,2520AGJ,2520AGJ,100.0,87.01606392860413,True,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_172.jpg,car_172.jpg,Gaussian_Blur,6531UJD,,0.0,80.46315312385559,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_172.jpg,car_172.jpg,Motion_Blur,6531UJD,TTEE5,16.666666666666664,74.89860653877258,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_172.jpg,car_172.jpg,Dirty,6531UJD,6531U,83.33333333333334,89.38672542572021,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_172.jpg,car_172.jpg,Occlusion,6531UJD,6531U,83.33333333333334,88.68809938430786,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_172.jpg,car_172.jpg,Rotation,6531UJD,6531J03,71.42857142857143,85.02523899078369,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_172.jpg,car_172.jpg,Tilted,6531UJD,,0.0,86.07958555221558,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_172.jpg,car_172.jpg,Low_Res,6531UJD,,0.0,85.25062799453735,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_172.jpg,car_172.jpg,Low_Light,6531UJD,6531U2,76.92307692307693,88.68674635887146,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_172.jpg,car_172.jpg,Over_Exposed,6531UJD,PY2365310,50.0,87.90141940116882,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_226.jpg,car_226.jpg,Gaussian_Blur,458EBS,S,28.57142857142857,81.00086450576782,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_226.jpg,car_226.jpg,Motion_Blur,458EBS,J,0.0,64.9822473526001,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_226.jpg,car_226.jpg,Dirty,458EBS,A458EBS,92.3076923076923,84.7074031829834,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_226.jpg,car_226.jpg,Occlusion,458EBS,OAEF458EBS,75.0,84.7735047340393,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_226.jpg,car_226.jpg,Rotation,458EBS,0AZSSEBS,42.85714285714285,85.35776734352112,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_226.jpg,car_226.jpg,Tilted,458EBS,EL538,36.36363636363637,86.2648606300354,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_226.jpg,car_226.jpg,Low_Res,458EBS,448,44.44444444444444,84.1184675693512,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_226.jpg,car_226.jpg,Low_Light,458EBS,53EB4586EBS,70.58823529411765,84.55777168273926,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_226.jpg,car_226.jpg,Over_Exposed,458EBS,TCS342508EBS,66.66666666666666,84.92313623428345,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_227.jpg,car_227.jpg,Gaussian_Blur,111HHH,2D117HHH,71.42857142857143,53.77680063247681,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_227.jpg,car_227.jpg,Motion_Blur,111HHH,EOSSFFSS,0.0,62.71016001701355,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_227.jpg,car_227.jpg,Dirty,111HHH,D2111HHH,85.71428571428571,87.44456768035889,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_227.jpg,car_227.jpg,Occlusion,111HHH,LS111HH,76.92307692307693,87.00424432754517,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_227.jpg,car_227.jpg,Rotation,111HHH,S,0.0,85.76041460037231,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_227.jpg,car_227.jpg,Tilted,111HHH,,0.0,59.67578291893005,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_227.jpg,car_227.jpg,Low_Res,111HHH,,0.0,0.0,False,no_plate_detected
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_227.jpg,car_227.jpg,Low_Light,111HHH,DDB1116HHH,75.0,87.88243532180786,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_227.jpg,car_227.jpg,Over_Exposed,111HHH,DBR111HHH,80.0,75.98276138305664,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_225.jpg,car_225.jpg,Gaussian_Blur,1BHV,,0.0,76.45030617713928,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_225.jpg,car_225.jpg,Motion_Blur,1BHV,,0.0,0.0,False,no_plate_detected
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_225.jpg,car_225.jpg,Dirty,1BHV,SCFS7ASB,16.666666666666664,66.579669713974,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_225.jpg,car_225.jpg,Occlusion,1BHV,ES2FSBEHV,46.15384615384615,51.56445503234863,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_225.jpg,car_225.jpg,Rotation,1BHV,ERBHVSSO,50.0,84.3887984752655,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_225.jpg,car_225.jpg,Tilted,1BHV,YSW5YETE,0.0,84.44160223007202,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_225.jpg,car_225.jpg,Low_Res,1BHV,,0.0,0.0,False,no_plate_detected
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_225.jpg,car_225.jpg,Low_Light,1BHV,7L2227K51,15.384615384615383,48.68188798427582,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_225.jpg,car_225.jpg,Over_Exposed,1BHV,11BHY,66.66666666666666,56.09837174415589,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_175.jpg,car_175.jpg,Gaussian_Blur,6146BHA,,0.0,79.6499252319336,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_175.jpg,car_175.jpg,Motion_Blur,6146BHA,,0.0,82.55157470703125,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_175.jpg,car_175.jpg,Dirty,6146BHA,VW2V4HETS,25.0,87.84342408180237,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_175.jpg,car_175.jpg,Occlusion,6146BHA,ANFANEDB1L6BHA,47.61904761904761,87.86225914955139,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_175.jpg,car_175.jpg,Rotation,6146BHA,AVELK,16.666666666666664,85.54225564002991,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_175.jpg,car_175.jpg,Tilted,6146BHA,ANEL,18.181818181818183,86.02038621902466,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_175.jpg,car_175.jpg,Low_Res,6146BHA,TLMSI,0.0,86.90821528434753,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_175.jpg,car_175.jpg,Low_Light,6146BHA,AV2VB1L6BHIN,42.10526315789473,87.82529830932617,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_175.jpg,car_175.jpg,Over_Exposed,6146BHA,AG166BHA,66.66666666666666,87.25463151931763,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_174.jpg,car_174.jpg,Gaussian_Blur,8492BHA,,0.0,82.03046917915344,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_174.jpg,car_174.jpg,Motion_Blur,8492BHA,2,25.0,68.91208291053772,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_174.jpg,car_174.jpg,Dirty,8492BHA,ALAC2CT18492BHA,63.63636363636363,86.4650011062622,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_174.jpg,car_174.jpg,Occlusion,8492BHA,ALAC2CT8492BHA,66.66666666666666,86.35629415512085,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_174.jpg,car_174.jpg,Rotation,8492BHA,BNAN,36.36363636363637,86.0922634601593,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_174.jpg,car_174.jpg,Tilted,8492BHA,TLSAGASNAO5,11.11111111111111,86.6553783416748,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_174.jpg,car_174.jpg,Low_Res,8492BHA,1TL,0.0,83.80041718482971,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_174.jpg,car_174.jpg,Low_Light,8492BHA,ASAG21G7BHA,44.44444444444444,87.04597353935242,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_174.jpg,car_174.jpg,Over_Exposed,8492BHA,AAC2C292,26.666666666666668,85.89341640472412,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Gaussian_Blur/car_176.jpg,car_176.jpg,Gaussian_Blur,4062VTJ,T,25.0,85.47950983047485,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Motion_Blur/car_176.jpg,car_176.jpg,Motion_Blur,4062VTJ,IS,0.0,84.39128994941711,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Dirty/car_176.jpg,car_176.jpg,Dirty,4062VTJ,VCL3,18.181818181818183,86.92012429237366,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Occlusion/car_176.jpg,car_176.jpg,Occlusion,4062VTJ,WSE0621,42.85714285714285,89.38613533973694,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Rotation/car_176.jpg,car_176.jpg,Rotation,4062VTJ,L2,22.22222222222222,86.22991442680359,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Tilted/car_176.jpg,car_176.jpg,Tilted,4062VTJ,L2,22.22222222222222,86.67595386505127,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Res/car_176.jpg,car_176.jpg,Low_Res,4062VTJ,BT,22.22222222222222,87.37077713012695,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Low_Light/car_176.jpg,car_176.jpg,Low_Light,4062VTJ,SVT240621,50.0,89.28232789039612,False,success
/content/KSA_Dataset/content/KSA_License_Plate_Project/Over_Exposed/car_176.jpg,car_176.jpg,Over_Exposed,4062VTJ,VCL062V1,53.333333333333336,90.00314474105835,False,success
