Original_Image,Distorted_Image_Path,Distortion_Type,Ground_Truth
car_203.jpg,KSA_License_Plate_Project/Dirty/car_203.jpg,Dirty,8032 BRJ
car_203.jpg,KSA_License_Plate_Project/Occlusion/car_203.jpg,Occlusion,8032 BRJ
car_203.jpg,KSA_License_Plate_Project/Rotation/car_203.jpg,Rotation,8032 BRJ
car_203.jpg,KSA_License_Plate_Project/Tilted/car_203.jpg,Tilted,8032 BRJ
car_203.jpg,KSA_License_Plate_Project/Low_Res/car_203.jpg,Low_Res,8032 BRJ
car_203.jpg,KSA_License_Plate_Project/Low_Light/car_203.jpg,Low_Light,8032 BRJ
car_203.jpg,KSA_License_Plate_Project/Over_Exposed/car_203.jpg,Over_Exposed,8032 BRJ
car_220.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_220.jpg,Gaussian_Blur,9421 DED
car_220.jpg,KSA_License_Plate_Project/Motion_Blur/car_220.jpg,Motion_Blur,9421 DED
car_220.jpg,KSA_License_Plate_Project/Dirty/car_220.jpg,Dirty,9421 DED
car_220.jpg,KSA_License_Plate_Project/Occlusion/car_220.jpg,Occlusion,9421 DED
car_220.jpg,KSA_License_Plate_Project/Rotation/car_220.jpg,Rotation,9421 DED
car_220.jpg,KSA_License_Plate_Project/Tilted/car_220.jpg,Tilted,9421 DED
car_220.jpg,KSA_License_Plate_Project/Low_Res/car_220.jpg,Low_Res,9421 DED
car_220.jpg,KSA_License_Plate_Project/Low_Light/car_220.jpg,Low_Light,9421 DED
car_220.jpg,KSA_License_Plate_Project/Over_Exposed/car_220.jpg,Over_Exposed,9421 DED
car_190.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_190.jpg,Gaussian_Blur,4601 KEJ
car_190.jpg,KSA_License_Plate_Project/Motion_Blur/car_190.jpg,Motion_Blur,4601 KEJ
car_190.jpg,KSA_License_Plate_Project/Dirty/car_190.jpg,Dirty,4601 KEJ
car_190.jpg,KSA_License_Plate_Project/Occlusion/car_190.jpg,Occlusion,4601 KEJ
car_190.jpg,KSA_License_Plate_Project/Rotation/car_190.jpg,Rotation,4601 KEJ
car_190.jpg,KSA_License_Plate_Project/Tilted/car_190.jpg,Tilted,4601 KEJ
car_190.jpg,KSA_License_Plate_Project/Low_Res/car_190.jpg,Low_Res,4601 KEJ
car_190.jpg,KSA_License_Plate_Project/Low_Light/car_190.jpg,Low_Light,4601 KEJ
car_190.jpg,KSA_License_Plate_Project/Over_Exposed/car_190.jpg,Over_Exposed,4601 KEJ
car_173.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_173.jpg,Gaussian_Blur,3479 ZKB
car_173.jpg,KSA_License_Plate_Project/Motion_Blur/car_173.jpg,Motion_Blur,3479 ZKB
car_173.jpg,KSA_License_Plate_Project/Dirty/car_173.jpg,Dirty,3479 ZKB
car_173.jpg,KSA_License_Plate_Project/Occlusion/car_173.jpg,Occlusion,3479 ZKB
car_173.jpg,KSA_License_Plate_Project/Rotation/car_173.jpg,Rotation,3479 ZKB
car_173.jpg,KSA_License_Plate_Project/Tilted/car_173.jpg,Tilted,3479 ZKB
car_173.jpg,KSA_License_Plate_Project/Low_Res/car_173.jpg,Low_Res,3479 ZKB
car_173.jpg,KSA_License_Plate_Project/Low_Light/car_173.jpg,Low_Light,3479 ZKB
car_173.jpg,KSA_License_Plate_Project/Over_Exposed/car_173.jpg,Over_Exposed,3479 ZKB
car_180.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_180.jpg,Gaussian_Blur,2520 AGJ
car_180.jpg,KSA_License_Plate_Project/Motion_Blur/car_180.jpg,Motion_Blur,2520 AGJ
car_180.jpg,KSA_License_Plate_Project/Dirty/car_180.jpg,Dirty,2520 AGJ
car_180.jpg,KSA_License_Plate_Project/Occlusion/car_180.jpg,Occlusion,2520 AGJ
car_180.jpg,KSA_License_Plate_Project/Rotation/car_180.jpg,Rotation,2520 AGJ
car_180.jpg,KSA_License_Plate_Project/Tilted/car_180.jpg,Tilted,2520 AGJ
car_180.jpg,KSA_License_Plate_Project/Low_Res/car_180.jpg,Low_Res,2520 AGJ
car_180.jpg,KSA_License_Plate_Project/Low_Light/car_180.jpg,Low_Light,2520 AGJ
car_180.jpg,KSA_License_Plate_Project/Over_Exposed/car_180.jpg,Over_Exposed,2520 AGJ
car_194.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_194.jpg,Gaussian_Blur,2217 NAB
car_194.jpg,KSA_License_Plate_Project/Motion_Blur/car_194.jpg,Motion_Blur,2217 NAB
car_194.jpg,KSA_License_Plate_Project/Dirty/car_194.jpg,Dirty,2217 NAB
car_194.jpg,KSA_License_Plate_Project/Occlusion/car_194.jpg,Occlusion,2217 NAB
car_194.jpg,KSA_License_Plate_Project/Rotation/car_194.jpg,Rotation,2217 NAB
car_194.jpg,KSA_License_Plate_Project/Tilted/car_194.jpg,Tilted,2217 NAB
car_194.jpg,KSA_License_Plate_Project/Low_Res/car_194.jpg,Low_Res,2217 NAB
car_194.jpg,KSA_License_Plate_Project/Low_Light/car_194.jpg,Low_Light,2217 NAB
car_194.jpg,KSA_License_Plate_Project/Over_Exposed/car_194.jpg,Over_Exposed,2217 NAB
car_209.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_209.jpg,Gaussian_Blur,3732 VEA
car_209.jpg,KSA_License_Plate_Project/Motion_Blur/car_209.jpg,Motion_Blur,3732 VEA
car_209.jpg,KSA_License_Plate_Project/Dirty/car_209.jpg,Dirty,3732 VEA
car_209.jpg,KSA_License_Plate_Project/Occlusion/car_209.jpg,Occlusion,3732 VEA
car_209.jpg,KSA_License_Plate_Project/Rotation/car_209.jpg,Rotation,3732 VEA
car_209.jpg,KSA_License_Plate_Project/Tilted/car_209.jpg,Tilted,3732 VEA
car_209.jpg,KSA_License_Plate_Project/Low_Res/car_209.jpg,Low_Res,3732 VEA
car_209.jpg,KSA_License_Plate_Project/Low_Light/car_209.jpg,Low_Light,3732 VEA
car_209.jpg,KSA_License_Plate_Project/Over_Exposed/car_209.jpg,Over_Exposed,3732 VEA
car_183.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_183.jpg,Gaussian_Blur,5372 GUJ
car_183.jpg,KSA_License_Plate_Project/Motion_Blur/car_183.jpg,Motion_Blur,5372 GUJ
car_183.jpg,KSA_License_Plate_Project/Dirty/car_183.jpg,Dirty,5372 GUJ
car_183.jpg,KSA_License_Plate_Project/Occlusion/car_183.jpg,Occlusion,5372 GUJ
car_183.jpg,KSA_License_Plate_Project/Rotation/car_183.jpg,Rotation,5372 GUJ
car_183.jpg,KSA_License_Plate_Project/Tilted/car_183.jpg,Tilted,5372 GUJ
car_183.jpg,KSA_License_Plate_Project/Low_Res/car_183.jpg,Low_Res,5372 GUJ
car_183.jpg,KSA_License_Plate_Project/Low_Light/car_183.jpg,Low_Light,5372 GUJ
car_183.jpg,KSA_License_Plate_Project/Over_Exposed/car_183.jpg,Over_Exposed,5372 GUJ
car_184.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_184.jpg,Gaussian_Blur,7005 LLA
car_184.jpg,KSA_License_Plate_Project/Motion_Blur/car_184.jpg,Motion_Blur,7005 LLA
car_184.jpg,KSA_License_Plate_Project/Dirty/car_184.jpg,Dirty,7005 LLA
car_184.jpg,KSA_License_Plate_Project/Occlusion/car_184.jpg,Occlusion,7005 LLA
car_184.jpg,KSA_License_Plate_Project/Rotation/car_184.jpg,Rotation,7005 LLA
car_184.jpg,KSA_License_Plate_Project/Tilted/car_184.jpg,Tilted,7005 LLA
car_184.jpg,KSA_License_Plate_Project/Low_Res/car_184.jpg,Low_Res,7005 LLA
car_184.jpg,KSA_License_Plate_Project/Low_Light/car_184.jpg,Low_Light,7005 LLA
car_184.jpg,KSA_License_Plate_Project/Over_Exposed/car_184.jpg,Over_Exposed,7005 LLA
car_364.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_364.jpg,Gaussian_Blur,3190 TNJ
car_364.jpg,KSA_License_Plate_Project/Motion_Blur/car_364.jpg,Motion_Blur,3190 TNJ
car_364.jpg,KSA_License_Plate_Project/Dirty/car_364.jpg,Dirty,3190 TNJ
car_364.jpg,KSA_License_Plate_Project/Occlusion/car_364.jpg,Occlusion,3190 TNJ
car_364.jpg,KSA_License_Plate_Project/Rotation/car_364.jpg,Rotation,3190 TNJ
car_364.jpg,KSA_License_Plate_Project/Tilted/car_364.jpg,Tilted,3190 TNJ
car_364.jpg,KSA_License_Plate_Project/Low_Res/car_364.jpg,Low_Res,3190 TNJ
car_364.jpg,KSA_License_Plate_Project/Low_Light/car_364.jpg,Low_Light,3190 TNJ
car_364.jpg,KSA_License_Plate_Project/Over_Exposed/car_364.jpg,Over_Exposed,3190 TNJ
car_366.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_366.jpg,Gaussian_Blur,5540 DGB
car_366.jpg,KSA_License_Plate_Project/Motion_Blur/car_366.jpg,Motion_Blur,5540 DGB
car_366.jpg,KSA_License_Plate_Project/Dirty/car_366.jpg,Dirty,5540 DGB
car_366.jpg,KSA_License_Plate_Project/Occlusion/car_366.jpg,Occlusion,5540 DGB
car_366.jpg,KSA_License_Plate_Project/Rotation/car_366.jpg,Rotation,5540 DGB
car_366.jpg,KSA_License_Plate_Project/Tilted/car_366.jpg,Tilted,5540 DGB
car_366.jpg,KSA_License_Plate_Project/Low_Res/car_366.jpg,Low_Res,5540 DGB
car_366.jpg,KSA_License_Plate_Project/Low_Light/car_366.jpg,Low_Light,5540 DGB
car_366.jpg,KSA_License_Plate_Project/Over_Exposed/car_366.jpg,Over_Exposed,5540 DGB
car_172.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_172.jpg,Gaussian_Blur,6531 UJD
car_172.jpg,KSA_License_Plate_Project/Motion_Blur/car_172.jpg,Motion_Blur,6531 UJD
car_172.jpg,KSA_License_Plate_Project/Dirty/car_172.jpg,Dirty,6531 UJD
car_172.jpg,KSA_License_Plate_Project/Occlusion/car_172.jpg,Occlusion,6531 UJD
car_172.jpg,KSA_License_Plate_Project/Rotation/car_172.jpg,Rotation,6531 UJD
car_172.jpg,KSA_License_Plate_Project/Tilted/car_172.jpg,Tilted,6531 UJD
car_172.jpg,KSA_License_Plate_Project/Low_Res/car_172.jpg,Low_Res,6531 UJD
car_172.jpg,KSA_License_Plate_Project/Low_Light/car_172.jpg,Low_Light,6531 UJD
car_172.jpg,KSA_License_Plate_Project/Over_Exposed/car_172.jpg,Over_Exposed,6531 UJD
car_222.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_222.jpg,Gaussian_Blur,4552 HJA
car_222.jpg,KSA_License_Plate_Project/Motion_Blur/car_222.jpg,Motion_Blur,4552 HJA
car_222.jpg,KSA_License_Plate_Project/Dirty/car_222.jpg,Dirty,4552 HJA
car_222.jpg,KSA_License_Plate_Project/Occlusion/car_222.jpg,Occlusion,4552 HJA
car_222.jpg,KSA_License_Plate_Project/Rotation/car_222.jpg,Rotation,4552 HJA
car_222.jpg,KSA_License_Plate_Project/Tilted/car_222.jpg,Tilted,4552 HJA
car_222.jpg,KSA_License_Plate_Project/Low_Res/car_222.jpg,Low_Res,4552 HJA
car_222.jpg,KSA_License_Plate_Project/Low_Light/car_222.jpg,Low_Light,4552 HJA
car_222.jpg,KSA_License_Plate_Project/Over_Exposed/car_222.jpg,Over_Exposed,4552 HJA
car_213.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_213.jpg,Gaussian_Blur,6443 AZD
car_213.jpg,KSA_License_Plate_Project/Motion_Blur/car_213.jpg,Motion_Blur,6443 AZD
car_213.jpg,KSA_License_Plate_Project/Dirty/car_213.jpg,Dirty,6443 AZD
car_213.jpg,KSA_License_Plate_Project/Occlusion/car_213.jpg,Occlusion,6443 AZD
car_213.jpg,KSA_License_Plate_Project/Rotation/car_213.jpg,Rotation,6443 AZD
car_213.jpg,KSA_License_Plate_Project/Tilted/car_213.jpg,Tilted,6443 AZD
car_213.jpg,KSA_License_Plate_Project/Low_Res/car_213.jpg,Low_Res,6443 AZD
car_213.jpg,KSA_License_Plate_Project/Low_Light/car_213.jpg,Low_Light,6443 AZD
car_213.jpg,KSA_License_Plate_Project/Over_Exposed/car_213.jpg,Over_Exposed,6443 AZD
car_182.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_182.jpg,Gaussian_Blur,4397 ZZB
car_182.jpg,KSA_License_Plate_Project/Motion_Blur/car_182.jpg,Motion_Blur,4397 ZZB
car_182.jpg,KSA_License_Plate_Project/Dirty/car_182.jpg,Dirty,4397 ZZB
car_182.jpg,KSA_License_Plate_Project/Occlusion/car_182.jpg,Occlusion,4397 ZZB
car_182.jpg,KSA_License_Plate_Project/Rotation/car_182.jpg,Rotation,4397 ZZB
car_182.jpg,KSA_License_Plate_Project/Tilted/car_182.jpg,Tilted,4397 ZZB
car_182.jpg,KSA_License_Plate_Project/Low_Res/car_182.jpg,Low_Res,4397 ZZB
car_182.jpg,KSA_License_Plate_Project/Low_Light/car_182.jpg,Low_Light,4397 ZZB
car_182.jpg,KSA_License_Plate_Project/Over_Exposed/car_182.jpg,Over_Exposed,4397 ZZB
car_221.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_221.jpg,Gaussian_Blur,1091 GUJ
car_221.jpg,KSA_License_Plate_Project/Motion_Blur/car_221.jpg,Motion_Blur,1091 GUJ
car_221.jpg,KSA_License_Plate_Project/Dirty/car_221.jpg,Dirty,1091 GUJ
car_221.jpg,KSA_License_Plate_Project/Occlusion/car_221.jpg,Occlusion,1091 GUJ
car_221.jpg,KSA_License_Plate_Project/Rotation/car_221.jpg,Rotation,1091 GUJ
car_221.jpg,KSA_License_Plate_Project/Tilted/car_221.jpg,Tilted,1091 GUJ
car_221.jpg,KSA_License_Plate_Project/Low_Res/car_221.jpg,Low_Res,1091 GUJ
car_221.jpg,KSA_License_Plate_Project/Low_Light/car_221.jpg,Low_Light,1091 GUJ
car_221.jpg,KSA_License_Plate_Project/Over_Exposed/car_221.jpg,Over_Exposed,1091 GUJ
car_186.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_186.jpg,Gaussian_Blur,8198 TTJ
car_186.jpg,KSA_License_Plate_Project/Motion_Blur/car_186.jpg,Motion_Blur,8198 TTJ
car_186.jpg,KSA_License_Plate_Project/Dirty/car_186.jpg,Dirty,8198 TTJ
car_186.jpg,KSA_License_Plate_Project/Occlusion/car_186.jpg,Occlusion,8198 TTJ
car_186.jpg,KSA_License_Plate_Project/Rotation/car_186.jpg,Rotation,8198 TTJ
car_186.jpg,KSA_License_Plate_Project/Tilted/car_186.jpg,Tilted,8198 TTJ
car_186.jpg,KSA_License_Plate_Project/Low_Res/car_186.jpg,Low_Res,8198 TTJ
car_186.jpg,KSA_License_Plate_Project/Low_Light/car_186.jpg,Low_Light,8198 TTJ
car_186.jpg,KSA_License_Plate_Project/Over_Exposed/car_186.jpg,Over_Exposed,8198 TTJ
car_219.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_219.jpg,Gaussian_Blur,3234 NAD
car_219.jpg,KSA_License_Plate_Project/Motion_Blur/car_219.jpg,Motion_Blur,3234 NAD
car_219.jpg,KSA_License_Plate_Project/Dirty/car_219.jpg,Dirty,3234 NAD
car_219.jpg,KSA_License_Plate_Project/Occlusion/car_219.jpg,Occlusion,3234 NAD
car_219.jpg,KSA_License_Plate_Project/Rotation/car_219.jpg,Rotation,3234 NAD
car_219.jpg,KSA_License_Plate_Project/Tilted/car_219.jpg,Tilted,3234 NAD
car_219.jpg,KSA_License_Plate_Project/Low_Res/car_219.jpg,Low_Res,3234 NAD
car_219.jpg,KSA_License_Plate_Project/Low_Light/car_219.jpg,Low_Light,3234 NAD
car_219.jpg,KSA_License_Plate_Project/Over_Exposed/car_219.jpg,Over_Exposed,3234 NAD
car_195.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_195.jpg,Gaussian_Blur,7620 LXA
car_195.jpg,KSA_License_Plate_Project/Motion_Blur/car_195.jpg,Motion_Blur,7620 LXA
car_195.jpg,KSA_License_Plate_Project/Dirty/car_195.jpg,Dirty,7620 LXA
car_195.jpg,KSA_License_Plate_Project/Occlusion/car_195.jpg,Occlusion,7620 LXA
car_195.jpg,KSA_License_Plate_Project/Rotation/car_195.jpg,Rotation,7620 LXA
car_195.jpg,KSA_License_Plate_Project/Tilted/car_195.jpg,Tilted,7620 LXA
car_195.jpg,KSA_License_Plate_Project/Low_Res/car_195.jpg,Low_Res,7620 LXA
car_195.jpg,KSA_License_Plate_Project/Low_Light/car_195.jpg,Low_Light,7620 LXA
car_195.jpg,KSA_License_Plate_Project/Over_Exposed/car_195.jpg,Over_Exposed,7620 LXA
car_185.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_185.jpg,Gaussian_Blur,6734 BKA
car_185.jpg,KSA_License_Plate_Project/Motion_Blur/car_185.jpg,Motion_Blur,6734 BKA
car_185.jpg,KSA_License_Plate_Project/Dirty/car_185.jpg,Dirty,6734 BKA
car_185.jpg,KSA_License_Plate_Project/Occlusion/car_185.jpg,Occlusion,6734 BKA
car_185.jpg,KSA_License_Plate_Project/Rotation/car_185.jpg,Rotation,6734 BKA
car_185.jpg,KSA_License_Plate_Project/Tilted/car_185.jpg,Tilted,6734 BKA
car_185.jpg,KSA_License_Plate_Project/Low_Res/car_185.jpg,Low_Res,6734 BKA
car_185.jpg,KSA_License_Plate_Project/Low_Light/car_185.jpg,Low_Light,6734 BKA
car_185.jpg,KSA_License_Plate_Project/Over_Exposed/car_185.jpg,Over_Exposed,6734 BKA
car_226.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_226.jpg,Gaussian_Blur,458 EBS
car_226.jpg,KSA_License_Plate_Project/Motion_Blur/car_226.jpg,Motion_Blur,458 EBS
car_226.jpg,KSA_License_Plate_Project/Dirty/car_226.jpg,Dirty,458 EBS
car_226.jpg,KSA_License_Plate_Project/Occlusion/car_226.jpg,Occlusion,458 EBS
car_226.jpg,KSA_License_Plate_Project/Rotation/car_226.jpg,Rotation,458 EBS
car_226.jpg,KSA_License_Plate_Project/Tilted/car_226.jpg,Tilted,458 EBS
car_226.jpg,KSA_License_Plate_Project/Low_Res/car_226.jpg,Low_Res,458 EBS
car_226.jpg,KSA_License_Plate_Project/Low_Light/car_226.jpg,Low_Light,458 EBS
car_226.jpg,KSA_License_Plate_Project/Over_Exposed/car_226.jpg,Over_Exposed,458 EBS
car_207.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_207.jpg,Gaussian_Blur,7949 BZJ
car_207.jpg,KSA_License_Plate_Project/Motion_Blur/car_207.jpg,Motion_Blur,7949 BZJ
car_207.jpg,KSA_License_Plate_Project/Dirty/car_207.jpg,Dirty,7949 BZJ
car_207.jpg,KSA_License_Plate_Project/Occlusion/car_207.jpg,Occlusion,7949 BZJ
car_207.jpg,KSA_License_Plate_Project/Rotation/car_207.jpg,Rotation,7949 BZJ
car_207.jpg,KSA_License_Plate_Project/Tilted/car_207.jpg,Tilted,7949 BZJ
car_207.jpg,KSA_License_Plate_Project/Low_Res/car_207.jpg,Low_Res,7949 BZJ
car_207.jpg,KSA_License_Plate_Project/Low_Light/car_207.jpg,Low_Light,7949 BZJ
car_207.jpg,KSA_License_Plate_Project/Over_Exposed/car_207.jpg,Over_Exposed,7949 BZJ
car_227.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_227.jpg,Gaussian_Blur,111 HHH
car_227.jpg,KSA_License_Plate_Project/Motion_Blur/car_227.jpg,Motion_Blur,111 HHH
car_227.jpg,KSA_License_Plate_Project/Dirty/car_227.jpg,Dirty,111 HHH
car_227.jpg,KSA_License_Plate_Project/Occlusion/car_227.jpg,Occlusion,111 HHH
car_227.jpg,KSA_License_Plate_Project/Rotation/car_227.jpg,Rotation,111 HHH
car_227.jpg,KSA_License_Plate_Project/Tilted/car_227.jpg,Tilted,111 HHH
car_227.jpg,KSA_License_Plate_Project/Low_Res/car_227.jpg,Low_Res,111 HHH
car_227.jpg,KSA_License_Plate_Project/Low_Light/car_227.jpg,Low_Light,111 HHH
car_227.jpg,KSA_License_Plate_Project/Over_Exposed/car_227.jpg,Over_Exposed,111 HHH
car_214.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_214.jpg,Gaussian_Blur,1209 GUJ
car_214.jpg,KSA_License_Plate_Project/Motion_Blur/car_214.jpg,Motion_Blur,1209 GUJ
car_214.jpg,KSA_License_Plate_Project/Dirty/car_214.jpg,Dirty,1209 GUJ
car_214.jpg,KSA_License_Plate_Project/Occlusion/car_214.jpg,Occlusion,1209 GUJ
car_214.jpg,KSA_License_Plate_Project/Rotation/car_214.jpg,Rotation,1209 GUJ
car_214.jpg,KSA_License_Plate_Project/Tilted/car_214.jpg,Tilted,1209 GUJ
car_214.jpg,KSA_License_Plate_Project/Low_Res/car_214.jpg,Low_Res,1209 GUJ
car_214.jpg,KSA_License_Plate_Project/Low_Light/car_214.jpg,Low_Light,1209 GUJ
car_214.jpg,KSA_License_Plate_Project/Over_Exposed/car_214.jpg,Over_Exposed,1209 GUJ
car_218.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_218.jpg,Gaussian_Blur,1235 SVB
car_218.jpg,KSA_License_Plate_Project/Motion_Blur/car_218.jpg,Motion_Blur,1235 SVB
